customer_id;first_name;last_name;phone;email;street;city;state;zip_code
241;Manie;Sanchez; (303) 327-2343;manie.sanchez@hotmail.com;471 Illinois Ave. ;Queensbury;NY;12804
242;Rutha;Howell; (205) 066-6626;rutha.howell@gmail.com;9247 Jones Street ;Canyon Country;CA;91387
243;Natosha;Rowland; (984) 025-8160;natosha.rowland@aol.com;51 Elmwood St. ;Ballston Spa;NY;12020
244;Jessika;Bray; (832) 341-9588;jessika.bray@yahoo.com;37 East Greystone St. ;San Pablo;CA;94806
245;Delila;Hamilton; (601) 396-1390;delila.hamilton@yahoo.com;7451 East James Ave. ;Palos Verdes Peninsula;CA;90274
246;Dionne;Norris; (807) 249-7758;dionne.norris@yahoo.com;9993 Greenview Circle ;Niagara Falls;NY;14304
247;Muriel;Juarez; (613) 584-8760;muriel.juarez@gmail.com;8073 Cemetery Drive ;Palos Verdes Peninsula;CA;90274
248;Cecelia;Gill; (209) 639-5037;cecelia.gill@aol.com;372 Silver Spear Dr. ;Mcallen;TX;78501
249;Magda;Eaton; (321) 893-2061;magda.eaton@aol.com;860 Middle River Street ;Ossining;NY;10562
250;Ivonne;Yang; (251) 261-8701;ivonne.yang@gmail.com;7359 North Lake View St. ;El Paso;TX;79930
251;Kasie;Rodriquez; (463) 839-1162;kasie.rodriquez@aol.com;7 North Beech St. ;Ballston Spa;NY;12020
252;Eleni;Gordon; (725) 665-7643;eleni.gordon@hotmail.com;583 W. San Carlos Street ;Richmond Hill;NY;11418
253;Maurice;Norton; (276) 408-4933;maurice.norton@hotmail.com;32 Mayflower Dr. ;Atwater;CA;95301
254;Cristobal;Hutchinson; (364) 071-8865;cristobal.hutchinson@gmail.com;58 Washington Avenue ;Lawndale;CA;90260
255;Flossie;Holder; (531) 556-6971;flossie.holder@msn.com;8459 W. Newport Court ;Massapequa Park;NY;11762
256;Erma;Salinas; (717) 887-3995;erma.salinas@gmail.com;347 Sheffield St. ;Merrick;NY;11566
257;Earl;Stanley; (662) 734-8531;earl.stanley@gmail.com;569 Lake Lane ;Elmhurst;NY;11373
258;Maribel;William; (802) 503-3699;maribel.william@aol.com;65 Magnolia Ave. ;Torrance;CA;90505
259;Johnathan;Velazquez; (204) 568-4471;johnathan.velazquez@hotmail.com;9680 E. Somerset Street ;Pleasanton;CA;94566
260;Rodrick;Shelton; (503) 598-9729;rodrick.shelton@hotmail.com;7157 Addison Street ;Canyon Country;CA;91387
261;Ferne;Kline; (562) 598-4685;ferne.kline@hotmail.com;303 Shady St. ;Fullerton;CA;92831
262;Rubin;Decker; (431) 862-3697;rubin.decker@gmail.com;9875 Shady Ave. ;Buffalo;NY;14215
263;Dortha;Jarvis; (254) 280-6743;dortha.jarvis@yahoo.com;76 Prince Drive ;Oceanside;NY;11572
264;Mariela;Huffman; (260) 730-4179;mariela.huffman@gmail.com;531 Fieldstone Road ;Garden City;NY;11530
265;Mellisa;Farley; (858) 055-6535;mellisa.farley@yahoo.com;21 West Princess St. ;Central Islip;NY;11722
266;Myung;Hooper; (863) 556-2394;myung.hooper@gmail.com;951 Mill Road ;Elmont;NY;11003
267;Angelina;Lloyd; (480) 370-5762;angelina.lloyd@yahoo.com;9593 North Sherman Dr. ;Apple Valley;CA;92307
268;Trinity;Riddle; (251) 065-9780;trinity.riddle@aol.com;23 Oakland Lane ;Ballston Spa;NY;12020
269;Barton;Crosby; (978) 750-0330;barton.crosby@msn.com;896 Edgewater St. ;Bellmore;NY;11710
270;Claudio;Wise; (856) 033-0320;claudio.wise@hotmail.com;810 Oxford Ave. ;Kingston;NY;12401
271;Katheleen;Marks; (971) 062-1662;katheleen.marks@yahoo.com;69 North Tower St. ;Longview;TX;75604
272;Deja;Chaney; (516) 957-1360;deja.chaney@hotmail.com;52 Woodside Ave. ;Jamaica;NY;11432
273;Queenie;Vance; (902) 858-2089;queenie.vance@gmail.com;172 Arcadia Ave. ;Ozone Park;NY;11417
274;Josh;Shaw; (302) 712-2372;josh.shaw@gmail.com;212 North Leeton Ridge Street ;Hopewell Junction;NY;12533
275;Pinkie;Kirkland; (787) 784-4977;pinkie.kirkland@yahoo.com;18 Myers St. ;San Angelo;TX;76901
276;Lavette;Wright; (218) 642-5686;lavette.wright@msn.com;6 Windsor Street ;Ronkonkoma;NY;11779
277;Mark;Garrett; (938) 740-4780;mark.garrett@msn.com;285 Rosewood Dr. ;Monroe;NY;10950
278;Myesha;Burgess; (870) 850-2824;myesha.burgess@gmail.com;306 Trenton Rd. ;Campbell;CA;95008
279;Justina;Long; (469) 103-8864;justina.long@aol.com;39 Littleton Ave. ;South El Monte;CA;91733
280;Brenda;Tate; (234) 442-5218;brenda.tate@msn.com;36 Hilltop Street ;San Angelo;TX;76901
281;Rayna;Perry; (425) 310-7276;rayna.perry@hotmail.com;7238 Oakland St. ;Ozone Park;NY;11417
282;Randolph;Chase; (780) 359-4449;randolph.chase@yahoo.com;828 Bridle Ave. ;San Lorenzo;CA;94580
283;Jaimee;Day; (239) 793-5964;jaimee.day@aol.com;7534 Whitemarsh Ave. ;Poughkeepsie;NY;12601
284;Susann;Bass; (512) 094-6888;susann.bass@msn.com;21 Old Rock Maple Ave. ;Commack;NY;11725
285;Leola;Gould; (321) 236-0670;leola.gould@gmail.com;8 Kirkland St. ;Astoria;NY;11102
286;Virgil;Frost; (402) 812-0485;virgil.frost@gmail.com;9798 Beacon St. ;Levittown;NY;11756
287;Mireille;Puckett; (952) 982-1326;mireille.puckett@hotmail.com;378 Purple Finch Drive ;Oxnard;CA;93035
288;Keturah;Massey; (734) 176-0242;keturah.massey@msn.com;189 Arnold Drive ;Banning;CA;92220
289;Charmain;Webster; (979) 298-9028;charmain.webster@hotmail.com;36 East Stonybrook Rd. ;Richardson;TX;75080
290;Barry;Buckner; (832) 605-1993;barry.buckner@gmail.com;8779 High Noon Rd. ;Centereach;NY;11720
291;Boyce;Burks; (732) 541-3651;boyce.burks@gmail.com;879 Harvey Dr. ;Sunnyside;NY;11104
292;Monty;Frost; (442) 708-0965;monty.frost@aol.com;76 Foxrun Dr. ;Hempstead;NY;11550
293;Tiny;French; (628) 732-9261;tiny.french@hotmail.com;7163 Hall St. ;Plainview;NY;11803
294;Clementina;Sargent; (445) 040-7933;clementina.sargent@hotmail.com;9853 Catherine Road ;Rome;NY;13440
295;Danny;Kim; (636) 280-5238;danny.kim@msn.com;74 Essex Drive ;South Ozone Park;NY;11420
296;Sophia;Mcmillan; (701) 112-4324;sophia.mcmillan@msn.com;8541 S. Pleasant Street ;Uniondale;NY;11553
297;Christia;Carson; (437) 626-7878;christia.carson@gmail.com;220 Orchard Street ;Helotes;TX;78023
298;Jennie;Middleton; (939) 163-5700;jennie.middleton@gmail.com;95 High Noon Dr. ;Upland;CA;91784
299;Jame;Riggs; (940) 415-1065;jame.riggs@hotmail.com;9237 Hudson Drive ;Bay Shore;NY;11706
300;Rayford;Simon; (567) 820-4586;rayford.simon@msn.com;998 Whitemarsh Road ;Mountain View;CA;94043
301;Annett;Garrett; (740) 103-8520;annett.garrett@yahoo.com;19 Euclid Lane ;Scarsdale;NY;10583
302;Hayden;Cross; (430) 668-9911;hayden.cross@gmail.com;90 Pumpkin Hill St. ;Apple Valley;CA;92307
303;Rolanda;Larsen; (440) 806-0694;rolanda.larsen@yahoo.com;5 West University Court ;Woodhaven;NY;11421
304;Jayme;Zamora; (662) 133-9700;jayme.zamora@gmail.com;2 Ridge Lane ;Springfield Gardens;NY;11413
305;Hope;Cotton; (708) 788-6769;hope.cotton@aol.com;9092 Blue Spring Dr. ;Redondo Beach;CA;90278
306;Vikki;Erickson; (662) 556-0569;vikki.erickson@yahoo.com;24 Jones Street ;Kingston;NY;12401
307;Fransisca;Nicholson; (585) 917-3733;fransisca.nicholson@aol.com;945 Schoolhouse Street ;Glendora;CA;91740
308;Mazie;Fernandez; (519) 543-8352;mazie.fernandez@hotmail.com;583 Harvard Ave. ;Webster;NY;14580
309;Anderson;Martin; (505) 903-8620;anderson.martin@hotmail.com;9051 Hillside Dr. ;Canandaigua;NY;14424
310;Gilberto;Parsons; (475) 740-9075;gilberto.parsons@gmail.com;8115 North Edgewater Drive ;Middle Village;NY;11379
311;Charise;Burt; (435) 801-2827;charise.burt@aol.com;582 Creek St. ;Fresno;CA;93706
312;Cameron;Carroll; (312) 487-0287;cameron.carroll@yahoo.com;9133 South Halifax Ave. ;Longview;TX;75604
313;Melani;Jarvis; (856) 787-7997;melani.jarvis@hotmail.com;8 Tunnel St. ;Maspeth;NY;11378
314;Javier;Nichols; (865) 410-1569;javier.nichols@msn.com;8944 Marconi St. ;Rowlett;TX;75088
315;Justina;Jenkins; (873) 999-2321;justina.jenkins@yahoo.com;8236 Creek St. ;Baldwin;NY;11510
316;Hortencia;Graham; (270) 598-0002;hortencia.graham@aol.com;7764 Greenrose Street ;Euless;TX;76039
317;Christia;Wilkins; (502) 051-8204;christia.wilkins@msn.com;7062 Willow Court ;Woodside;NY;11377
318;Eliz;Whitney; (630) 883-2209;eliz.whitney@msn.com;523 Crescent Court ;Fullerton;CA;92831
319;Justin;Newton; (407) 124-9158;justin.newton@hotmail.com;93 Shore Rd. ;Apple Valley;CA;92307
320;Aron;Wiggins; (404) 315-0534;aron.wiggins@aol.com;6 Bradford St. ;Oceanside;NY;11572
321;Chere;Hardin; (631) 762-2488;chere.hardin@yahoo.com;763 Fulton Road ;Brooklyn;NY;11201
322;Merideth;Preston; (843) 669-7762;merideth.preston@yahoo.com;794 Rockaway St. ;Poughkeepsie;NY;12601
323;Jeniffer;Slater; (201) 185-7021;jeniffer.slater@aol.com;30 Old Orange Lane ;Schenectady;NY;12302
324;Laureen;Paul; (847) 408-7205;laureen.paul@yahoo.com;617 Squaw Creek Rd. ;Bellmore;NY;11710
325;Berna;Moore; (548) 222-7415;berna.moore@hotmail.com;7230 Lafayette Drive ;Bronx;NY;10451
326;Shiela;Calderon; (502) 582-3186;shiela.calderon@msn.com;844 Albany St. ;Rocklin;CA;95677
327;Sharie;Alvarez; (463) 183-6821;sharie.alvarez@msn.com;987 West Leatherwood Dr. ;New York;NY;10002
328;Bettie;Glover; (915) 894-4115;bettie.glover@gmail.com;9083 Addison Dr. ;Euless;TX;76039
329;Marilyn;Frank; (209) 905-0773;marilyn.frank@aol.com;8878 Branch Street ;Port Chester;NY;10573
330;Sheba;Knapp; (279) 178-6738;sheba.knapp@aol.com;86 Gates Street ;Woodside;NY;11377
331;Aleta;Mack; (231) 409-1631;aleta.mack@yahoo.com;8869 W. Edgemont Lane ;Bay Shore;NY;11706
332;Reena;Higgins; (713) 155-2582;reena.higgins@gmail.com;900 South Columbia Street ;Canyon Country;CA;91387
333;Ami;Mcmahon; (619) 418-1225;ami.mcmahon@aol.com;566 Hilldale Drive ;Sunnyside;NY;11104
334;Somer;Jordan; (239) 761-6906;somer.jordan@msn.com;7046 Helen Avenue ;Huntington Station;NY;11746
335;Scarlet;Reed; (807) 282-9413;scarlet.reed@hotmail.com;151 S. Myers Court ;Bronx;NY;10451
336;Trisha;Johnson; (540) 557-7648;trisha.johnson@msn.com;59 Wild Horse St. ;Lancaster;NY;14086
337;Majorie;Wyatt; (669) 184-9841;majorie.wyatt@yahoo.com;8507 Miller St. ;South Ozone Park;NY;11420
338;Abbey;Pugh; (346) 924-7910;abbey.pugh@gmail.com;26 Market Drive ;Forest Hills;NY;11375
339;Tamela;Harrell; (949) 400-5657;tamela.harrell@aol.com;7316 Cypress Rd. ;Central Islip;NY;11722
340;Yanira;Bradshaw; (941) 647-3733;yanira.bradshaw@gmail.com;7484 Ann Court ;Smithtown;NY;11787
341;Delana;Scott; (872) 509-3569;delana.scott@yahoo.com;7372 Ridgeview St. ;Mount Vernon;NY;10550
342;Cassondra;Pruitt; (973) 904-3321;cassondra.pruitt@aol.com;4 Alderwood Circle ;Merrick;NY;11566
343;Jesica;Fields; (904) 392-3040;jesica.fields@yahoo.com;318 Country Dr. ;Commack;NY;11725
344;Herta;Rollins; (709) 862-3173;herta.rollins@msn.com;287 1st Drive ;Mountain View;CA;94043
345;Mi;Gray; (709) 912-9568;mi.gray@aol.com;27 Roehampton Dr. ;Albany;NY;12203
346;Jacalyn;Barnett; (336) 110-4090;jacalyn.barnett@gmail.com;7537 Swanson Street ;Maspeth;NY;11378
347;Kanesha;Hudson; (254) 281-1958;kanesha.hudson@gmail.com;8293 Gartner Drive ;Oakland;CA;94603
348;Darren;Witt; (262) 696-1783;darren.witt@aol.com;916 Hillcrest Ave. ;Coachella;CA;92236
349;Mable;Pratt; (786) 519-4160;mable.pratt@gmail.com;254 SW. Temple Street ;Coachella;CA;92236
350;Christoper;Mccall; (684) 426-3008;christoper.mccall@msn.com;72 Summit St. ;Bay Shore;NY;11706
351;Margorie;Wynn; (442) 050-2654;margorie.wynn@gmail.com;707 Schoolhouse St. ;Monsey;NY;10952
352;Josef;Greer; (226) 585-0856;josef.greer@gmail.com;92 Summer Court ;Jamaica;NY;11432
353;Tisa;Whitney; (769) 665-4192;tisa.whitney@yahoo.com;549 Newbridge Dr. ;Monsey;NY;10952
354;Tonda;Armstrong; (217) 733-9879;tonda.armstrong@aol.com;19 Forest Rd. ;Sunnyside;NY;11104
355;Arvilla;Weiss; (240) 322-3388;arvilla.weiss@msn.com;477 Blue Spring St. ;Bay Shore;NY;11706
356;Vashti;Rosario; (812) 172-1076;vashti.rosario@yahoo.com;623 Johnson Circle ;Bronx;NY;10451
357;Sheri;Cole; (413) 950-2391;sheri.cole@aol.com;479 Chapel Court ;San Jose;CA;95127
358;Kandace;Giles; (509) 105-6769;kandace.giles@msn.com;30 NE. Walt Whitman Drive ;Wantagh;NY;11793
359;Angie;Powers; (831) 776-4349;angie.powers@aol.com;6 Rockland Dr. ;Pomona;CA;91768
360;Van;Peters; (412) 662-2053;van.peters@yahoo.com;45 Fifth Dr. ;Houston;TX;77016
361;Virgina;Berg; (225) 381-8604;virgina.berg@yahoo.com;804 South Purple Finch Drive ;Valley Stream;NY;11580
362;Olevia;Noel; (737) 200-6519;olevia.noel@yahoo.com;39 N. Rosewood Dr. ;Kingston;NY;12401
363;Kaci;Gallegos; (440) 035-9435;kaci.gallegos@gmail.com;8573 Halifax St. ;Ballston Spa;NY;12020
364;Bev;Chang; (507) 071-1437;bev.chang@yahoo.com;104 Rockville St. ;Ithaca;NY;14850
365;Rodger;Rojas; (801) 809-9547;rodger.rojas@yahoo.com;8442 Cooper Ave. ;Bayside;NY;11361
366;Lavonne;Anderson; (480) 795-7172;lavonne.anderson@aol.com;9420 Wintergreen Court ;Floral Park;NY;11001
367;Blanca;Hooper; (534) 885-4733;blanca.hooper@msn.com;340 Bald Hill St. ;Ozone Park;NY;11417
368;Alysha;Powers; (253) 254-2976;alysha.powers@msn.com;39 West Marshall Ave. ;Forest Hills;NY;11375
369;Mary;Singleton; (224) 809-8477;mary.singleton@hotmail.com;474 Amerige Ave. ;Woodside;NY;11377
370;Jina;Cooper; (610) 357-6506;jina.cooper@aol.com;8947 W. Lexington Rd. ;Howard Beach;NY;11414
371;Loni;Duncan; (561) 534-0561;loni.duncan@gmail.com;80 Saxton Lane ;Rosedale;NY;11422
372;Collene;Roman; (807) 460-5199;collene.roman@aol.com;30 North Argyle Dr. ;Wappingers Falls;NY;12590
373;Mariette;Trevino; (951) 158-8260;mariette.trevino@aol.com;4 Border Court ;Utica;NY;13501
374;Candelaria;Coffey; (215) 499-2422;candelaria.coffey@aol.com;45 Newport Lane ;Merrick;NY;11566
375;Yan;Trevino; (534) 780-8970;yan.trevino@gmail.com;796 Jefferson Rd. ;Uniondale;NY;11553
376;Elanor;Patrick; (513) 644-0498;elanor.patrick@aol.com;51 Howard Ave. ;Victoria;TX;77904
377;Klara;Mosley; (854) 263-9424;klara.mosley@gmail.com;518 Devon Court ;Port Chester;NY;10573
378;Rosalba;O'neal; (580) 606-2366;rosalba.o'neal@yahoo.com;7517 Pennsylvania St. ;Mount Vernon;NY;10550
379;Mina;Carrillo; (514) 577-5436;mina.carrillo@aol.com;8659 Trenton Lane ;Uniondale;NY;11553
380;Alesia;Horne; (302) 258-0749;alesia.horne@aol.com;9229 Amherst Lane ;Selden;NY;11784
381;Kristen;Alvarez; (717) 835-8697;kristen.alvarez@aol.com;9778 North River St. ;Bronx;NY;10451
382;Collin;Webster; (267) 469-6591;collin.webster@aol.com;475 Cottage Rd. ;Howard Beach;NY;11414
383;Ashlee;Pena; (916) 853-4746;ashlee.pena@aol.com;966 Highland St. ;Whitestone;NY;11357
384;Aimee;Merritt; (316) 642-8139;aimee.merritt@yahoo.com;537 East Meadowbrook St. ;Flushing;NY;11354
385;Rochelle;Ward; (909) 882-4159;rochelle.ward@yahoo.com;7855 La Sierra Street ;Glendora;CA;91740
386;Nelle;Beck; (819) 863-0653;nelle.beck@aol.com;8998 Wakehurst Drive ;Upland;CA;91784
387;Kaila;Walters; (959) 237-8566;kaila.walters@msn.com;57 Gates Drive ;Elmhurst;NY;11373
388;Aleta;Stone; (757) 513-3044;aleta.stone@aol.com;8 Elm Dr. ;Whitestone;NY;11357
389;Leif;Short; (902) 417-7385;leif.short@gmail.com;962 Carpenter Ave. ;San Angelo;TX;76901
390;Lorrie;Pollard; (603) 946-6525;lorrie.pollard@yahoo.com;7834 Shore Ave. ;Ronkonkoma;NY;11779
391;Vernita;Ball; (510) 857-7384;vernita.ball@gmail.com;126 Arnold Dr. ;Los Banos;CA;93635
392;Cyndi;Bush; (815) 999-3945;cyndi.bush@gmail.com;18 Smoky Hollow Drive ;Elmhurst;NY;11373
393;Gertrude;Terry; (830) 462-7543;gertrude.terry@hotmail.com;34 Airport Dr. ;Upland;CA;91784
394;Virgen;Clemons; (605) 555-3160;virgen.clemons@gmail.com;354 Cactus Drive ;South El Monte;CA;91733
395;Fairy;Robinson; (986) 656-0319;fairy.robinson@msn.com;8837 Joy Ridge St. ;Liverpool;NY;13090
396;Laverna;Hernandez; (912) 710-1304;laverna.hernandez@hotmail.com;34 South Longfellow St. ;Niagara Falls;NY;14304
397;Jeannie;Wilcox; (580) 044-2611;jeannie.wilcox@yahoo.com;7744 Miles Dr. ;Franklin Square;NY;11010
398;Suellen;Mercado; (520) 239-7819;suellen.mercado@yahoo.com;3 Taylor Drive ;Sunnyside;NY;11104
399;Bart;Hess; (828) 020-1664;bart.hess@aol.com;799 N. Maiden Street ;Kingston;NY;12401
400;Alfredo;Dodson; (919) 371-7600;alfredo.dodson@hotmail.com;8960 Glenholme Dr. ;Depew;NY;14043
401;Shaunda;Barnett; (332) 077-6270;shaunda.barnett@gmail.com;9366 San Carlos Lane ;Longview;TX;75604
402;Kerrie;Morton; (229) 815-9620;kerrie.morton@hotmail.com;8772 State St. ;Pittsford;NY;14534
403;Elouise;Fry; (424) 947-0440;elouise.fry@aol.com;49 Bohemia Street ;Canyon Country;CA;91387
404;Augustus;Steele; (684) 417-6259;augustus.steele@aol.com;7474 N. Orchard St. ;Ballston Spa;NY;12020
405;Greta;Page; (762) 763-3992;greta.page@hotmail.com;8316 Augusta Drive ;Commack;NY;11725
406;Kerrie;O'neill; (231) 027-9285;kerrie.o'neill@gmail.com;69 Wellington Ave. ;Shirley;NY;11967
407;Dannette;Guerrero; (971) 926-4370;dannette.guerrero@gmail.com;68 Carriage Street ;San Pablo;CA;94806
408;Edra;Fitzgerald; (319) 759-7831;edra.fitzgerald@msn.com;8892 Birchwood St. ;Central Islip;NY;11722
409;Jerome;Bolton; (301) 867-0655;jerome.bolton@msn.com;9921 Argyle Street ;Carmel;NY;10512
410;Conception;Slater; (323) 808-4169;conception.slater@gmail.com;5 Sunset Street ;Bellmore;NY;11710
411;Octavia;Case; (602) 368-5172;octavia.case@aol.com;40 Charles Road ;New York;NY;10002
412;Dexter;Roberts; (763) 131-0024;dexter.roberts@gmail.com;84 Thatcher Court ;Sunnyside;NY;11104
413;Ginette;Edwards; (517) 828-4080;ginette.edwards@hotmail.com;9262 NW. Center Ave. ;Baldwin;NY;11510
414;Romaine;Haley; (678) 639-8209;romaine.haley@aol.com;737 Edgefield Drive ;Ithaca;NY;14850
415;Gwendolyn;Miller; (424) 132-8886;gwendolyn.miller@msn.com;90 Fordham Ave. ;Harlingen;TX;78552
416;Luke;Fuller; (626) 471-9911;luke.fuller@hotmail.com;576 Cleveland Lane ;Hempstead;NY;11550
417;Zoraida;Patton; (336) 355-1951;zoraida.patton@aol.com;95 Grand Dr. ;Huntington Station;NY;11746
418;Georgeanna;Webster; (475) 527-8177;georgeanna.webster@msn.com;40 Creekside Circle ;Oxnard;CA;93035
419;Krystin;Marshall; (870) 000-5218;krystin.marshall@hotmail.com;10 Old Proctor Lane ;Poughkeepsie;NY;12601
420;Vince;Schneider; (640) 563-5499;vince.schneider@hotmail.com;473 Corona Ave. ;Merrick;NY;11566
421;Iola;Rasmussen; (650) 133-2611;iola.rasmussen@yahoo.com;283 N. Manor Station Dr. ;Monroe;NY;10950
422;Valery;Saunders; (782) 320-8204;valery.saunders@msn.com;42 Marlborough St. ;Victoria;TX;77904
423;Johna;Powers; (787) 951-6196;johna.powers@hotmail.com;379 Central Ave. ;Deer Park;NY;11729
424;Charleen;Hurst; (818) 611-1098;charleen.hurst@yahoo.com;87 Country Avenue ;Utica;NY;13501
425;Augustina;Joyner; (419) 430-3513;augustina.joyner@aol.com;7931 Honey Creek Court ;Mount Vernon;NY;10550
426;Daisy;Ward; (226) 298-7640;daisy.ward@msn.com;45 Silver Spear Ave. ;Pomona;CA;91768
427;Latonya;Dixon; (917) 232-1323;latonya.dixon@hotmail.com;9399 Evergreen Street ;Garland;TX;75043
428;Hipolito;Padilla; (782) 654-9899;hipolito.padilla@hotmail.com;311 E. Rose Avenue ;New Rochelle;NY;10801
429;Emmett;Casey; (540) 753-3331;emmett.casey@yahoo.com;893 Logan St. ;Valley Stream;NY;11580
430;Kandi;Mcneil; (458) 343-5731;kandi.mcneil@msn.com;402 Border Street ;Massapequa Park;NY;11762
431;Luciano;Marsh; (870) 002-0377;luciano.marsh@aol.com;7685 South Willow Drive ;Bellmore;NY;11710
432;Julius;Holt; (321) 835-2707;julius.holt@aol.com;386 Lower River Street ;East Meadow;NY;11554
433;Holly;Nieves; (973) 983-0548;holly.nieves@aol.com;60 Cleveland St. ;Longview;TX;75604
434;Douglass;Little; (910) 280-1177;douglass.little@hotmail.com;294 Harvey Drive ;Duarte;CA;91010
435;Izola;Hobbs; (307) 835-4195;izola.hobbs@gmail.com;685 Beacon Dr. ;Woodhaven;NY;11421
436;Honey;Camacho; (307) 892-9618;honey.camacho@gmail.com;934 2nd St. ;Bayside;NY;11361
437;Laureen;Barry; (305) 285-2560;laureen.barry@yahoo.com;909 Ridge St. ;Orchard Park;NY;14127
438;Katharine;Herrera; (952) 674-7242;katharine.herrera@hotmail.com;395 SE. Branch St. ;Queensbury;NY;12804
439;Sunshine;Rosario; (902) 953-2500;sunshine.rosario@aol.com;1 Chestnut Lane ;Jamaica;NY;11432
440;Yevette;Todd; (540) 718-7314;yevette.todd@aol.com;119 Lakewood Rd. ;Ballston Spa;NY;12020
441;Dorthea;Walker; (337) 285-5789;dorthea.walker@aol.com;11 Third St. ;Port Washington;NY;11050
442;Alane;Munoz; (248) 887-6384;alane.munoz@gmail.com;8 Strawberry Dr. ;Yonkers;NY;10701
443;Ayana;Keith; (480) 866-3308;ayana.keith@hotmail.com;182 Thorne Road ;Oxnard;CA;93035
444;Caridad;Compton; (219) 881-2171;caridad.compton@aol.com;9575 SW. Kingston Court ;San Lorenzo;CA;94580
445;Earline;Ballard; (854) 669-7843;earline.ballard@hotmail.com;939 Lyme Road ;Mount Vernon;NY;10550
446;Nathanael;Bradley; (912) 632-4211;nathanael.bradley@aol.com;58 Third St. ;Amsterdam;NY;12010
447;Chasidy;Tran; (907) 003-1225;chasidy.tran@msn.com;9286 Anderson Street ;Vista;CA;92083
448;Janella;Bright; (437) 376-6269;janella.bright@aol.com;7317 Tower Dr. ;Rochester;NY;14606
449;Josie;Schultz; (437) 625-4451;josie.schultz@hotmail.com;225 Mammoth Street ;Canyon Country;CA;91387
450;Ellsworth;Michael; (908) 670-8035;ellsworth.michael@yahoo.com;9982 White St. ;Carmel;NY;10512
451;Jennette;Wooten; (309) 890-5529;jennette.wooten@msn.com;8221 Bow Ridge Lane ;Rowlett;TX;75088
452;Cassandra;Nichols; (409) 490-7556;cassandra.nichols@yahoo.com;4 Glenwood Circle ;Hicksville;NY;11801
453;Courtney;Wyatt; (587) 291-3067;courtney.wyatt@gmail.com;369 Arrowhead St. ;Garden City;NY;11530
454;Terese;Palmer; (469) 329-2299;terese.palmer@hotmail.com;8 Sugar Drive ;Bay Shore;NY;11706
455;Sherita;Cherry; (210) 177-1837;sherita.cherry@gmail.com;9636 Old Cedarwood Street ;Liverpool;NY;13090
456;Serina;Hensley; (608) 745-4817;serina.hensley@yahoo.com;53 Proctor Drive ;Jamaica;NY;11432
457;Jeni;Farley; (520) 447-1683;jeni.farley@aol.com;4 Mill Lane ;Richmond Hill;NY;11418
458;Everett;Vega; (432) 741-8172;everett.vega@yahoo.com;7859 James Ave. ;Holbrook;NY;11741
459;Latosha;Dalton; (843) 469-1978;latosha.dalton@yahoo.com;59 E. Wintergreen Ave. ;Bakersfield;CA;93306
460;Romelia;Myers; (218) 599-2594;romelia.myers@msn.com;8630 Brook St. ;Garden City;NY;11530
461;Effie;Jenkins; (352) 945-6720;effie.jenkins@msn.com;75 South Glen Eagles Court ;Brentwood;NY;11717
462;Efren;Oliver; (240) 755-4419;efren.oliver@gmail.com;9343 1st Rd. ;Nanuet;NY;10954
463;Jerlene;Rios; (323) 895-2998;jerlene.rios@yahoo.com;32 Griffin St. ;Plainview;NY;11803
464;Bess;Mcbride; (530) 007-7065;bess.mcbride@yahoo.com;9832 Winchester St. ;Garden City;NY;11530
465;Birdie;Kramer; (619) 010-8197;birdie.kramer@hotmail.com;311 Newcastle Dr. ;Troy;NY;12180
466;Collen;Hayes; (704) 974-0618;collen.hayes@yahoo.com;117 Eagle St. ;Smithtown;NY;11787
467;Clare;Neal; (201) 877-6858;clare.neal@msn.com;8922 Shady Ave. ;Mahopac;NY;10541
468;Jeanett;Herman; (838) 356-7178;jeanett.herman@hotmail.com;839 East Arch Street ;Lindenhurst;NY;11757
469;Micki;Rutledge; (450) 751-1658;micki.rutledge@aol.com;9868 Marvon Street ;Richmond Hill;NY;11418
470;Loise;Walker; (647) 875-7596;loise.walker@aol.com;201 Glen Eagles St. ;Shirley;NY;11967
471;Burma;Summers; (651) 360-1071;burma.summers@yahoo.com;890 East Elmwood Street ;Freeport;NY;11520
472;Myron;Ruiz; (701) 201-8397;myron.ruiz@gmail.com;45 Shadow Brook Lane ;Amityville;NY;11701
473;Lashawna;Richardson; (332) 184-2809;lashawna.richardson@hotmail.com;9920 Purple Finch St. ;Baldwin;NY;11510
474;Lavern;Orr; (251) 635-0609;lavern.orr@hotmail.com;913 N. Young Street ;Webster;NY;14580
475;Alec;Peck; (863) 374-1955;alec.peck@hotmail.com;4 W. Belmont St. ;Victoria;TX;77904
476;Christopher;Richardson; (515) 269-6707;christopher.richardson@gmail.com;7846 Windfall Dr. ;Santa Cruz;CA;95060
477;Arminda;Weber; (615) 426-4941;arminda.weber@yahoo.com;6 Hill Field St. ;Bellmore;NY;11710
478;Emmett;Hahn; (337) 246-3633;emmett.hahn@hotmail.com;7727 6th St. ;Freeport;NY;11520
479;Gertha;Mejia; (516) 193-6862;gertha.mejia@yahoo.com;518 Orchard St. ;Flushing;NY;11354
480;Garland;Weaver; (570) 147-9223;garland.weaver@gmail.com;7161 Goldfield Court ;Amsterdam;NY;12010
481;Jayson;Rutledge; (902) 920-1593;jayson.rutledge@yahoo.com;8672 Coffee St. ;Lake Jackson;TX;77566
